".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"1302",9025,20,"Thu","8","CHICAGO SKY","2024",10085.6110075163,-1060.61100751629,0.0218745410650326,2473.61795275271,0.000150217829395312,-0.433678171545424
"1303",9025,20,"Sun","8","CHICAGO SKY","2024",10419.4293629154,-1394.42936291539,0.0186301931989887,2473.48320015222,0.000219687026518013,-0.569231451264915
"1304",8763,19,"Wed","8","CHICAGO SKY","2024",10370.5702641886,-1607.57026418863,0.0218643261125707,2473.37609507841,0.000344934969878948,-0.657323455527256
"1305",9445,18,"Fri","8","CHICAGO SKY","2024",9804.533046647,-359.533046646997,0.019782077419192,2473.78298960756,1.55440307556906e-05,-0.146854145309245
"1306",9025,17,"Fri","9","CHICAGO SKY","2024",9837.59444198359,-812.594441983587,0.0227704766642282,2473.69484267788,9.19572672670404e-05,-0.332417801244597
"1307",8704,18,"Sun","9","CHICAGO SKY","2024",10310.3861054391,-1606.38610543905,0.0210547812472258,2473.37707950706,0.000331125959913034,-0.656567617035634
"1308",7948,19,"Wed","9","CHICAGO SKY","2024",10545.7363123382,-2597.73631233815,0.025224276605756,2472.68202997611,0.00104630629721163,-1.06402400857189
"1309",8577,18,"Sun","9","CHICAGO SKY","2024",10310.3861054391,-1733.38610543905,0.0210547812472258,2473.30683998242,0.00038555290015886,-0.708475490915516
"1310",4749,17,"Sat","5","ATLANTA DREAM","2018",3770.1558409179,978.844159082101,0.0250094592977707,2473.64507759375,0.00014722786123522,0.400887086788236
"1311",3785,16,"Tue","5","ATLANTA DREAM","2018",2156.88882238512,1628.11117761488,0.0215695469845897,2473.36521202404,0.000348825812794042,0.665622190197129
"1312",3796,17,"Sun","6","ATLANTA DREAM","2018",3475.33047273131,320.669527268694,0.0176152376060921,2473.78739829809,1.09622588157857e-05,0.130835499677181
"1313",2830,16,"Tue","6","ATLANTA DREAM","2018",2246.96248475012,583.037515249878,0.0186687888328894,2473.74821784423,3.84890611721069e-05,0.238011208150192
"1314",6561,17,"Thu","6","ATLANTA DREAM","2018",3141.5121173322,3419.4878826678,0.0213167011209785,2471.86710257933,0.00151990756891843,1.39781177664294
"1315",4047,16,"Fri","6","ATLANTA DREAM","2018",3002.53880927584,1044.46119072416,0.0180238249743011,2473.62429559527,0.000119093777915749,0.426236411249471
"1316",3935,16,"Fri","7","ATLANTA DREAM","2018",3861.42351979592,73.5764802040758,0.0187914922457844,2473.80346982153,6.17129166734414e-07,0.0300377272840032
"1317",3952,16,"Sun","7","ATLANTA DREAM","2018",4192.11053043846,-240.110530438461,0.018088173823794,2473.79484730685,6.31730075891543e-06,-0.0979904329282424
"1318",3807,17,"Fri","7","ATLANTA DREAM","2018",4003.52817260885,-196.528172608853,0.0187183452748445,2473.79798444483,4.38519716119582e-06,-0.080229981248885
"1319",3880,18,"Sun","7","ATLANTA DREAM","2018",4476.31983606432,-596.319836064317,0.0179889057161496,2473.74567117677,3.87426985086052e-05,-0.243349116304891
"1320",3074,20,"Thu","7","ATLANTA DREAM","2018",4426.71078629107,-1352.71078629107,0.0220720195631789,2473.50106724322,0.000246659377818709,-0.553172053800557
"1321",4916,20,"Sun","7","ATLANTA DREAM","2018",4760.52914169017,155.470858309825,0.0181021736658983,2473.80037408774,2.65066912868746e-06,0.0634489678262992
"1322",3648,21,"Tue","7","ATLANTA DREAM","2018",3816.37045933485,-168.370459334848,0.0192713095259839,2473.79967893469,3.31745207235538e-06,-0.0687543484896446
"1323",5120,20,"Fri","8","ATLANTA DREAM","2018",4523.5687191297,596.431280870297,0.0194014198568435,2473.74556465907,4.19209597796328e-05,0.243569832390811
"1324",4033,22,"Tue","8","ATLANTA DREAM","2018",4052.20170022984,-19.2017002298408,0.0200810664698998,2473.80430307775,4.50344895273365e-08,-0.0078442843013895
"1325",4235,22,"Thu","8","ATLANTA DREAM","2018",4804.646679999,-569.646679998995,0.0227847420888577,2473.7505415684,4.52203768654479e-05,-0.23303393330073
"1326",4937,23,"Sat","8","ATLANTA DREAM","2018",5665.46871876262,-728.468718762618,0.0249308912875806,2473.71615111052,8.12733614101139e-05,-0.29833343127681
"1327",3070,25,"Fri","5","ATLANTA DREAM","2019",3785.9582224145,-715.958222414499,0.0230575731388406,2473.71931842286,7.23286590809385e-05,-0.292928690661516
"1328",2119,26,"Fri","5","ATLANTA DREAM","2019",3928.06287522743,-1809.06287522743,0.0234666127546441,2473.26110608264,0.000470373595728412,-0.740318884594323
"1329",2630,26,"Thu","6","ATLANTA DREAM","2019",4015.00519283586,-1385.00519283586,0.0235284086976986,2473.48593746158,0.000276462054529175,-0.566800611249079
"1330",3082,26,"Sun","6","ATLANTA DREAM","2019",4348.82354823496,-1266.82354823496,0.0199322763597299,2473.53894160526,0.000194507512267378,-0.517483847853909
"1331",6474,26,"Wed","6","ATLANTA DREAM","2019",4442.06910232113,2031.93089767887,0.0239520475647922,2473.11864675949,0.000606286087330687,0.831729435085096
"1332",4136,25,"Sun","6","ATLANTA DREAM","2019",4206.71889542203,-70.7188954220346,0.019501762212702,2473.80353733586,5.92530291066246e-07,-0.0288815684578538
"1333",4359,25,"Sun","6","ATLANTA DREAM","2019",4206.71889542203,152.281104577965,0.019501762212702,2473.80053066676,2.74746175894106e-06,0.0621915418850989
"1334",3866,25,"Wed","7","ATLANTA DREAM","2019",5158.84916002829,-1292.84916002829,0.0234355167444593,2473.5269315587,0.00023989864576728,-0.529061439847332
"1335",4001,25,"Fri","7","ATLANTA DREAM","2019",4734.91659529958,-733.916595299583,0.0204799878635771,2473.71523360783,6.71515253816868e-05,-0.299880872685903
"1336",5083,26,"Sun","7","ATLANTA DREAM","2019",5207.70825875505,-124.708258755047,0.0204758209174345,2473.80179062546,1.93847779057717e-06,-0.0509561197557429
"1337",7047,23,"Tue","7","ATLANTA DREAM","2019",3695.13096514801,3351.86903485199,0.0207402172986411,2471.9440867621,0.00141922399544165,1.36976730754758
"1338",5427,22,"Sat","8","ATLANTA DREAM","2019",5117.91526613699,309.084733863007,0.0235193303239923,2473.78850669733,1.3762969866978e-05,0.126489490880369
"1339",3395,22,"Tue","8","ATLANTA DREAM","2019",3646.75290041714,-251.752900417144,0.0200006384012308,2473.79388162562,7.70904597801989e-06,-0.102841949564993
"1340",4662,20,"Tue","8","ATLANTA DREAM","2019",3362.54359479129,1299.45640520871,0.0195864997470004,2473.52518885348,0.000200965307431345,0.530720407144213
"1342",4023,17,"Thu","9","ATLANTA DREAM","2019",3863.84066427117,159.159335728829,0.0280744574627415,2473.80013961691,4.3971270534889e-06,0.0652866424952877
"1343",5495,17,"Sun","9","ATLANTA DREAM","2019",4197.65901967027,1297.34098032973,0.0233518211466995,2473.52502424318,0.000240664558172971,0.530876839802099
"1355",561,12,"Fri","5","ATLANTA DREAM","2021",-1834.90347657987,2395.90347657987,0.0220159385143009,2472.85282068554,0.000771741194522907,0.979742942620956
"1356",689,12,"Wed","5","ATLANTA DREAM","2021",-1410.97091185117,2099.97091185117,0.0259135508917354,2473.07047286251,0.000703425131149631,0.860445252657655
"1357",711,12,"Thu","5","ATLANTA DREAM","2021",-1838.03482133644,2549.03482133644,0.026118119883011,2472.72273485906,0.00104505771158655,1.04455506692829
"1358",1014,14,"Wed","6","ATLANTA DREAM","2021",-1036.68794386031,2050.68794386031,0.0226748762329207,2473.10683946968,0.000583076251467228,0.838858599823707
"1359",1405,14,"Fri","6","ATLANTA DREAM","2021",-1460.62050858902,2865.62050858902,0.01919061977252,2472.4469569839,0.000956789786294126,1.17013261866342
"1360",1122,14,"Sun","6","ATLANTA DREAM","2021",-1129.93349794648,2251.93349794648,0.0190382453028284,2472.96631235535,0.00058599415916958,0.919471427185007
"1361",907,15,"Wed","6","ATLANTA DREAM","2021",-894.583291047381,1801.58329104738,0.0225316078925565,2473.26610491788,0.000447048691202121,0.736905331283604
"1362",1605,15,"Sat","6","ATLANTA DREAM","2021",-602.929814581958,2207.92981458196,0.0227487636396375,2472.99569004681,0.000678227300160937,0.903214423605145
"1363",1131,15,"Tue","6","ATLANTA DREAM","2021",-2074.09218030181,3205.09218030181,0.0197396473383299,2472.1052325912,0.0012325284741319,1.30911717422635
"1364",1897,14,"Sun","7","ATLANTA DREAM","2021",-271.048787426396,2168.0487874264,0.020775751650605,2473.02621562149,0.000594825976467102,0.886006046733102
"1365",2073,13,"Sat","8","ATLANTA DREAM","2021",65.4721783943332,2007.52782160567,0.0245180051976879,2473.13463232669,0.000606497703392332,0.821978879229442
"1366",1292,12,"Tue","8","ATLANTA DREAM","2021",-1547.79484013844,2839.79484013844,0.0211702568002158,2472.46862311818,0.00104074693455163,1.16075911197358
"1367",2182,12,"Thu","8","ATLANTA DREAM","2021",-795.34986036929,2977.34986036929,0.0236820988714749,2472.33226876435,0.00128634310805215,1.21854889126474
"1368",1215,12,"Wed","9","ATLANTA DREAM","2021",-193.119902734502,1408.1199027345,0.0287729180759112,2473.47344198867,0.00035324905866622,0.577813866114307
"1369",1208,12,"Tue","9","ATLANTA DREAM","2021",-1372.62879198893,2580.62879198893,0.0252838320399582,2472.69669928403,0.00103513509110944,1.05704911761128
"1370",2537,13,"Thu","9","ATLANTA DREAM","2021",-478.079159406846,3015.07915940685,0.0274099545840198,2472.28892366415,0.00153852837756449,1.23635310343387
"1371",3138,14,"Wed","5","ATLANTA DREAM","2022",1995.24239294003,1142.75760705997,0.023803159591881,2473.58752971578,0.000190514244505194,0.467728826592161
"1372",3138,15,"Fri","5","ATLANTA DREAM","2022",1713.41448102425,1424.58551897575,0.0195968326267934,2473.46882738679,0.000241664534832777,0.581828361305677
"1373",2237,16,"Fri","5","ATLANTA DREAM","2022",1855.51913383718,381.48086616282,0.0194675300739844,2473.7803080392,1.7210433627452e-05,0.155793912773696
"1374",3138,15,"Sun","5","ATLANTA DREAM","2022",2044.10149166679,1093.89850833321,0.0199798649960952,2473.60645092114,0.000145390493377437,0.44685667064094
"1375",1268,15,"Wed","6","ATLANTA DREAM","2022",2227.42070811796,-959.420708117959,0.0217287901293643,2473.65184978974,0.000122065960829877,-0.392272773740915
"1376",3138,16,"Fri","6","ATLANTA DREAM","2022",1945.59279620218,1192.40720379782,0.0180194562601083,2473.56966838081,0.000155183125949998,0.486610935132238
"1377",3000,15,"Sun","6","ATLANTA DREAM","2022",2134.17515403179,865.824845968212,0.0178469848408138,2473.68064688862,8.10076498301991e-05,0.35330451037372
"1378",2012,14,"Tue","6","ATLANTA DREAM","2022",905.807166050605,1106.1928339494,0.0190363265290372,2473.60217172059,0.000141383384803056,0.451661521070439
"1379",2697,14,"Fri","6","ATLANTA DREAM","2022",1661.38349057632,1035.61650942368,0.0182821381375129,2473.62728591137,0.000118825849733928,0.422682564168384
"1380",2722,13,"Sun","6","ATLANTA DREAM","2022",1849.96584840593,872.034151594069,0.0182220429270277,2473.67881804898,8.39647301043716e-05,0.355906213153536
"1381",3138,13,"Sun","7","ATLANTA DREAM","2022",2708.85055892601,429.149441073985,0.0186681143010476,2473.77394526447,2.08518758770862e-05,0.175189999221132
"1382",1810,14,"Wed","7","ATLANTA DREAM","2022",2944.20076582512,-1134.20076582512,0.0216627480597961,2473.59123229401,0.000170049609256853,-0.463718428708895
"1383",2962,13,"Fri","7","ATLANTA DREAM","2022",2378.16354828348,583.836451716521,0.0192884264622796,2473.74802829043,3.99260190498275e-05,0.238412636778177
"1384",2396,14,"Thu","7","ATLANTA DREAM","2022",2517.13685633984,-121.136856339843,0.0221372760852629,2473.80193178589,1.98417692586635e-06,-0.0495388668111884
"1385",3138,14,"Sat","7","ATLANTA DREAM","2022",3235.85424229054,-97.8542422905375,0.0236613498299191,2473.80277442926,1.38821670876337e-06,-0.0400486731470552
"1386",2071,14,"Wed","8","ATLANTA DREAM","2022",3037.92735390718,-966.927353907179,0.0234845668312023,2473.64917525322,0.00013448424895083,-0.395697225628734
"1387",3138,15,"Fri","8","ATLANTA DREAM","2022",2756.0994419914,381.9005580086,0.0196522831597702,2473.78025053512,1.74185786288281e-05,0.155980007423639
"1388",3138,16,"Fri","8","ATLANTA DREAM","2022",2898.20409480433,239.795905195671,0.0195637491064037,2473.79485794542,6.83527963910245e-06,0.0979356470565836
"1389",3209,17,"Sun","5","ATLANTA DREAM","2023",3109.09707997609,99.9029200239061,0.0208384554187155,2473.80271194805,1.26698825814828e-06,0.0408281519558802
"1390",2562,16,"Tue","5","ATLANTA DREAM","2023",1880.72909199491,681.270908005089,0.0212217375284116,2473.7275040743,6.00497762074466e-05,0.278475120574667
"1391",3209,17,"Fri","6","ATLANTA DREAM","2023",2868.48373169856,340.516268301442,0.0173394514270045,2473.78523859461,1.21608362597788e-05,0.13891361705
"1392",3209,17,"Fri","6","ATLANTA DREAM","2023",2868.48373169856,340.516268301442,0.0173394514270045,2473.78523859461,1.21608362597788e-05,0.13891361705
"1393",2690,16,"Sun","6","ATLANTA DREAM","2023",3057.06608952817,-367.066089528165,0.0172234735400957,2473.78214253604,1.40332777415762e-05,-0.149735781065682
"1394",3209,17,"Fri","6","ATLANTA DREAM","2023",2868.48373169856,340.516268301442,0.0173394514270045,2473.78523859461,1.21608362597788e-05,0.13891361705
"1395",3209,15,"Fri","6","ATLANTA DREAM","2023",2584.2744260727,624.725573927299,0.0174960982704089,2473.73997855385,4.13152713216382e-05,0.254877123694979
"1396",3209,16,"Sun","7","ATLANTA DREAM","2023",3915.95080004825,-706.950800048249,0.0177430236447203,2473.72189355013,5.368032860828e-05,-0.288459830442908
"1397",2546,18,"Wed","7","ATLANTA DREAM","2023",4293.40565976028,-1747.40565976028,0.0213985455847652,2473.29858107517,0.000398491825081611,-0.714331043557436
"1398",2394,18,"Tue","7","ATLANTA DREAM","2023",3113.89677050585,-719.896770505851,0.0187107611464566,2473.71876103518,5.88162363759134e-05,-0.293887031238914
"1399",3209,19,"Sat","7","ATLANTA DREAM","2023",4727.16378903863,-1518.16378903863,0.0226841084640096,2473.42209068679,0.000319704278856459,-0.621026114363828
"1400",3209,19,"Tue","7","ATLANTA DREAM","2023",3256.00142331878,-47.0014233187794,0.018739879912806,2473.80399916149,2.5111920227548e-07,-0.0191879089873278
"1401",3209,19,"Sun","7","ATLANTA DREAM","2023",4342.26475848703,-1133.26475848703,0.0176727228012448,2473.59244825016,0.000137376745385137,-0.462393793743627
"1402",3209,20,"Sun","8","ATLANTA DREAM","2023",4578.09599938203,-1369.09599938203,0.0178345628606643,2473.49501521015,0.000202404598664516,-0.55866349308562
"1403",2957,19,"Fri","8","ATLANTA DREAM","2023",4105.30433592656,-1148.30433592656,0.0180644391256654,2473.5866992006,0.000144288564435539,-0.468623674618714
"1404",3209,20,"Tue","8","ATLANTA DREAM","2023",3491.83266421377,-282.832664213773,0.0186869386113276,2473.79115138361,9.06653885246242e-06,-0.115460780620191
"1405",2957,19,"Fri","8","ATLANTA DREAM","2023",4105.30433592656,-1148.30433592656,0.0180644391256654,2473.5866992006,0.000144288564435539,-0.468623674618714
"1406",2785,18,"Tue","8","ATLANTA DREAM","2023",3207.62335858792,-422.623358587915,0.018499573059446,2473.77486845965,2.0033051705211e-05,-0.172511068540258
"1407",2731,19,"Wed","9","ATLANTA DREAM","2023",4704.40294880479,-1973.40294880479,0.0281671171368773,2473.15478027339,0.000678344274775395,-0.80952206839754
"1408",3207,20,"Sun","9","ATLANTA DREAM","2023",4753.26204753154,-1546.26204753154,0.0223299458267393,2473.40795198629,0.000326233559034882,-0.632405523558341
"1409",3265,20,"Tue","5","ATLANTA DREAM","2024",5659.44995169539,-2394.44995169539,0.0206802668741666,2472.85527156682,0.000722067924919657,-0.978480614183722
"1410",3265,21,"Sun","5","ATLANTA DREAM","2024",6887.81793967657,-3622.81793967657,0.0208215568177332,2471.63086126301,0.0016647228008373,-1.48055417171301
"1411",4015,22,"Fri","5","ATLANTA DREAM","2024",6699.23558184696,-2684.23558184696,0.0203707398869671,2472.61196290531,0.000893272496455546,-1.09672683344976
"1412",3265,22,"Sun","6","ATLANTA DREAM","2024",7119.9962548545,-3854.9962548545,0.0183281757145352,2471.34945541207,0.00165079789466651,-1.57343755588764
"1413",3255,22,"Thu","6","ATLANTA DREAM","2024",6786.1778994554,-3531.1778994554,0.0210107009021917,2471.73907532776,0.00159655264717527,-1.44324260180765
"1414",3260,22,"Tue","6","ATLANTA DREAM","2024",6033.73291968624,-2773.73291968624,0.019055526904209,2472.53281042061,0.000889858170606127,-1.13253372438929
"1415",3260,22,"Sun","6","ATLANTA DREAM","2024",7119.9962548545,-3859.9962548545,0.0183281757145352,2471.34307998712,0.00165508290129908,-1.57547833291032
"1416",17575,21,"Fri","6","ATLANTA DREAM","2024",6647.20459139903,10927.795408601,0.0181208915375192,2454.01252841281,0.0131095574342335,4.45976793107025
"1417",3260,20,"Sun","6","ATLANTA DREAM","2024",6835.78694922864,-3575.78694922864,0.0179430902312846,2471.69316019977,0.00138939777012545,-1.45919059474108
"1418",3260,21,"Tue","7","ATLANTA DREAM","2024",6750.5129773934,-3490.5129773934,0.01991496891499,2471.78864533715,0.00147533291690019,-1.42582456749634
"1419",3344,17,"Fri","7","ATLANTA DREAM","2024",6937.6706906674,-3593.6706906674,0.0192411481980299,2471.66915706459,0.00150883748388074,-1.46745865474581
"1420",3260,14,"Fri","8","ATLANTA DREAM","2024",6605.08332031068,-3345.08332031068,0.0193388162667931,2471.95426269927,0.00131421128975686,-1.36601718077244
"1421",3330,15,"Sun","8","ATLANTA DREAM","2024",7077.87498376615,-3747.87498376615,0.0190379697419101,2471.48237557372,0.00162310205131804,-1.53026875765287
"1422",3260,16,"Wed","8","ATLANTA DREAM","2024",7313.22519066525,-4053.22519066525,0.0223531232409536,2471.07917317582,0.00224406298494848,-1.65774771942637
"1423",3260,16,"Fri","8","ATLANTA DREAM","2024",6889.29262593654,-3629.29262593654,0.0191248815143001,2471.62685668722,0.0015292366136635,-1.48191686946595
"1424",17608,16,"Mon","8","ATLANTA DREAM","2024",7121.64846910886,10486.3515308911,0.0640406731319869,2454.68773425314,0.0469515741945288,4.38333475284392
"1425",3260,15,"Fri","9","ATLANTA DREAM","2024",6922.35402127313,-3662.35402127313,0.0217304461639939,2471.58107716251,0.00177881839691204,-1.49740668945107
"1426",3260,16,"Tue","9","ATLANTA DREAM","2024",6308.88234956034,-3048.88234956034,0.0223735824829836,2472.26272769534,0.00127095566798622,-1.24698984397795
"1427",3260,15,"Fri","9","ATLANTA DREAM","2024",6922.35402127313,-3662.35402127313,0.0217304461639939,2471.58107716251,0.00177881839691204,-1.49740668945107
"1428",3355,16,"Tue","9","ATLANTA DREAM","2024",6308.88234956034,-2953.88234956034,0.0223735824829836,2472.3573301961,0.00119298630335021,-1.20813493860747
