".rownames","attendance","rolling_wins_44","dow","month","team_name","Season",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"1117",1031,29,"Sat","5","SEATTLE STORM","2021",5198.60775980176,-4167.60775980176,0.0237071919561264,2470.91910294212,0.0025232077500173,-1.70571122531589
"1118",1001,29,"Tue","5","SEATTLE STORM","2021",3727.4453940819,-2726.4453940819,0.0215565979464443,2472.57266608475,0.000977601387988401,-1.11464780222765
"1119",1011,31,"Tue","5","SEATTLE STORM","2021",4011.65469970776,-3000.65469970776,0.0220458775012957,2472.31162873414,0.00121222118062174,-1.22705914245612
"1120",1332,31,"Fri","5","SEATTLE STORM","2021",4767.23102423348,-3435.23102423348,0.0216146327282413,2471.84862074205,0.00155632129328165,-1.40446101810262
"1121",1215,31,"Tue","6","SEATTLE STORM","2021",4101.72836207276,-2886.72836207276,0.0204740509545313,2472.42507535352,0.00103858758030035,-1.1795236714061
"1122",1467,31,"Fri","6","SEATTLE STORM","2021",4857.30468659848,-3390.30468659848,0.0199747266145172,2471.90264944051,0.0013961855875631,-1.38493313736195
"1123",1930,31,"Sun","6","SEATTLE STORM","2021",5187.99169724102,-3257.99169724102,0.0194660786954179,2472.04915189576,0.00125519896916886,-1.33053828819331
"1124",2495,34,"Tue","6","SEATTLE STORM","2021",4528.04232051155,-2033.04232051155,0.0216800612582631,2473.11949073335,0.000546828235867472,-0.831217506352019
"1125",3011,33,"Fri","7","SEATTLE STORM","2021",6000.39870274442,-2989.39870274442,0.0225880834268979,2472.32198799924,0.00123410242343299,-1.22279524575069
"1126",2730,35,"Wed","7","SEATTLE STORM","2021",6708.54057309899,-3978.54057309899,0.0264709014562016,2471.16761769217,0.00258212842057452,-1.63063979717959
"1127",5110,34,"Sun","7","SEATTLE STORM","2021",6473.19036619988,-1363.19036619988,0.0221581142953406,2473.49632228635,0.000251517345006339,-0.557482070954418
"1128",3650,33,"Fri","8","SEATTLE STORM","2021",6094.12529082648,-2444.12529082648,0.0223176873777059,2472.81381879334,0.000814629251929967,-0.999616233584061
"1129",3750,32,"Sun","8","SEATTLE STORM","2021",6282.70764865609,-2532.70764865609,0.0212102952222308,2472.74190500902,0.000829463824453821,-1.03525915607617
"1130",3592,31,"Thu","9","SEATTLE STORM","2021",5981.95068859358,-2389.95068859358,0.0275075012889086,2472.8521964442,0.000970322049388777,-0.980064198647241
"1131",2390,31,"Tue","9","SEATTLE STORM","2021",5229.50570882443,-2839.50570882443,0.0254358283552406,2472.46304837092,0.00126115914524752,-1.16317816260749
"1132",6000,30,"Fri","9","SEATTLE STORM","2021",5842.97738053722,157.022619462784,0.0246316421887733,2473.80026679574,3.72854918317544e-06,0.0642963917471581
"1133",12904,30,"Fri","5","SEATTLE STORM","2022",7747.13037058589,5156.86962941411,0.0196406050389276,2469.40376664956,0.00317406586308767,2.1062126130606
"1134",12453,29,"Sat","5","SEATTLE STORM","2022",8320.6117589671,4132.3882410329,0.0229709159744826,2470.9698290579,0.00240007581887736,1.6906592528744
"1135",7450,29,"Wed","5","SEATTLE STORM","2022",8028.95828250167,-578.958282501671,0.0238784649170249,2473.74870527686,4.90628255338097e-05,-0.236975822205313
"1136",10103,29,"Fri","5","SEATTLE STORM","2022",7605.02571777296,2497.97428222704,0.0194275616074563,2472.77273158152,0.000736366892562046,1.02013309326758
"1137",10001,29,"Fri","5","SEATTLE STORM","2022",7605.02571777296,2395.97428222704,0.0194275616074563,2472.85527681296,0.000677458401165698,0.97847791040456
"1138",10228,29,"Sun","5","SEATTLE STORM","2022",7935.7127284155,2292.2872715845,0.0194634827975195,2472.93562614804,0.000621284465317237,0.936150926249636
"1139",8023,29,"Fri","6","SEATTLE STORM","2022",7695.09938013796,327.900619862035,0.0185598408838415,2473.78660743895,1.21001421511487e-05,0.13385020476413
"1140",11330,28,"Sun","6","SEATTLE STORM","2022",7883.68173796757,3446.31826203243,0.0177541004054328,2471.84371044401,0.00127652223288692,1.4062223096594
"1141",7262,27,"Tue","6","SEATTLE STORM","2022",6655.31374998639,606.686250013611,0.0188102482742678,2473.74356192722,4.20026047011115e-05,0.247683094513351
"1142",9884,28,"Thu","6","SEATTLE STORM","2022",7549.86338256847,2334.13661743153,0.0210179325797625,2472.90217988584,0.000697834542021808,0.953998337917763
"1143",9955,28,"Sat","6","SEATTLE STORM","2022",8268.58076851917,1686.41923148083,0.0224199830964301,2473.332780811,0.000389691685875462,0.68976015490501
"1144",9499,27,"Wed","6","SEATTLE STORM","2022",7834.82263924081,1664.17736075919,0.0222577480412421,2473.34521538241,0.000376609328181222,0.680606563092372
"1145",8565,27,"Fri","7","SEATTLE STORM","2022",8269.77478503219,295.225214967808,0.0189166619793513,2473.78996479393,1.00045831095603e-05,0.120533900901739
"1146",9486,27,"Tue","7","SEATTLE STORM","2022",7514.19846050647,1971.80153949353,0.0191702381828822,2473.16178381017,0.000452507767689132,0.805146850180009
"1147",9970,27,"Sun","7","SEATTLE STORM","2022",8600.46179567473,1369.53820432527,0.0179492386388807,2473.49477918311,0.000203885274215595,0.558876563700383
"1148",12654,26,"Sun","7","SEATTLE STORM","2022",8458.3571428618,4195.6428571382,0.0178958798434855,2470.89744504775,0.00190763118250033,1.71209737355206
"1149",13500,25,"Wed","8","SEATTLE STORM","2022",8503.22463221711,4996.77536778289,0.0240048732348153,2469.65449279049,0.00367488005226203,2.04538334831414
"1150",18100,26,"Sun","8","SEATTLE STORM","2022",8552.08373094386,9547.91626905614,0.019163413395746,2458.69357370209,0.0106061106885551,3.89869254616877
"1151",11229,26,"Sat","5","SEATTLE STORM","2023",8675.08408321176,2553.91591678824,0.0233457916346075,2472.72167035983,0.000932394151977311,1.0450688341912
"1152",8277,25,"Fri","5","SEATTLE STORM","2023",7817.3933892047,459.6066107953,0.0199282938175864,2473.76942944946,2.5596839528507e-05,0.187743995248932
"1153",8340,25,"Tue","5","SEATTLE STORM","2023",7061.81706467898,1278.18293532102,0.0205512841757199,2473.53398923152,0.00020441887332858,0.522288999914142
"1154",7840,25,"Tue","6","SEATTLE STORM","2023",7151.89072704398,688.109272956019,0.0180675590634571,2473.72620519322,5.18215602946108e-05,0.28081824498326
"1155",8397,25,"Fri","6","SEATTLE STORM","2023",7907.4670515697,489.5329484303,0.0173764891383638,2473.76483483165,2.5189003352574e-05,0.1997087377423
"1156",13213,24,"Sun","6","SEATTLE STORM","2023",8096.04940939931,5116.95059060069,0.0169081827143641,2469.48374488576,0.00267541165359332,2.08700215444478
"1157",7022,24,"Tue","6","SEATTLE STORM","2023",7009.78607423105,12.2139257689469,0.0180994093033579,2473.80433943809,1.63568363679264e-08,0.00498459904762969
"1158",7734,24,"Thu","6","SEATTLE STORM","2023",7762.23105400021,-28.2310540002072,0.020367834372495,2473.80423219843,9.87944084378639e-08,-0.0115346464940861
"1159",9122,24,"Sat","6","SEATTLE STORM","2023",8480.9484399509,641.051560049096,0.0213223065945519,2473.73630430438,5.34318393901834e-05,0.262048592356013
"1160",6894,23,"Thu","6","SEATTLE STORM","2023",7620.12640118728,-726.126401187278,0.0204820279186948,2473.71711557638,6.57403465507052e-05,-0.296698081252957
"1161",9110,22,"Sun","7","SEATTLE STORM","2023",8670.72481429354,439.275185706465,0.017701045862294,2473.77252423964,2.06749421919722e-05,0.179235299052009
"1162",7873,19,"Thu","7","SEATTLE STORM","2023",7910.59250045565,-37.5925004556493,0.0224640926706084,2473.80412974414,1.94037320649704e-07,-0.0153760070243621
"1163",8655,18,"Sat","7","SEATTLE STORM","2023",8487.20523359341,167.794766406585,0.0235549775158066,2473.79969050539,4.06259305553494e-06,0.0686693960095722
"1164",7421,17,"Wed","8","SEATTLE STORM","2023",8147.17369239713,-726.17369239713,0.0244537955791981,2473.71674894147,7.91390824967832e-05,-0.297320807886037
"1165",10212,17,"Tue","8","SEATTLE STORM","2023",6967.6648031427,3244.3351968573,0.0201751213425932,2472.06258088611,0.0012919034700414,1.32544039260232
"1166",7649,16,"Thu","8","SEATTLE STORM","2023",7578.00513009893,70.994869901072,0.0232646874442358,2473.80352766088,7.17888137109468e-07,0.0290500736383746
"1167",10107,17,"Sun","8","SEATTLE STORM","2023",8053.92813831096,2053.07186168904,0.019157421305274,2473.10772416315,0.00049023704842689,0.838326529967078
"1168",8865,17,"Fri","8","SEATTLE STORM","2023",7723.24112766842,1141.75887233158,0.0198063747252336,2473.58879122544,0.000156960159720742,0.466366313322804
"1169",9893,15,"Sun","8","SEATTLE STORM","2023",7769.7188326851,2123.2811673149,0.0200907570056593,2473.05854611142,0.000550933278188692,0.867407744323507
"1170",10728,14,"Sun","9","SEATTLE STORM","2023",7802.78022802169,2925.21977197831,0.0262384069574674,2472.37965024593,0.00138295669036081,1.1987838796367
"1171",8508,13,"Tue","5","SEATTLE STORM","2024",8566.8634793726,-58.8634793726014,0.0240849501536766,2473.80378859946,5.11767824181402e-07,-0.0240962042723851
"1172",18343,12,"Wed","5","SEATTLE STORM","2024",9604.2677158141,8738.7322841859,0.0281057254535009,2461.03591078314,0.0132712863376474,3.58465725745259
"1173",8846,13,"Sat","5","SEATTLE STORM","2024",10038.0258450925,-1192.02584509245,0.0262022446759252,2473.56784751336,0.000229314597124169,-0.488494863810302
"1174",8133,16,"Tue","6","SEATTLE STORM","2024",9083.25110017639,-950.251100176389,0.0205012480269034,2473.6549387445,0.000112696047830992,-0.388280117348801
"1175",8202,17,"Tue","6","SEATTLE STORM","2024",9225.35575298932,-1023.35575298932,0.0200525758538588,2473.63114172375,0.000127725404018692,-0.41805551991992
"1176",9935,17,"Sun","6","SEATTLE STORM","2024",10311.6190881576,-376.619088157571,0.0191587371105151,2473.7809246799,1.64980826719649e-05,-0.153784186010662
"1177",18343,18,"Thu","6","SEATTLE STORM","2024",10119.9053855714,8223.0946144286,0.0218991148055655,2462.57352845191,0.00904043293623728,3.36242166964753
"1178",9080,18,"Sat","6","SEATTLE STORM","2024",10838.6227715221,-1758.62277152209,0.0222300364586733,2473.29163031754,0.000420021550416885,-0.719222161612816
"1179",7202,19,"Mon","7","SEATTLE STORM","2024",11356.3819368333,-4154.3819368333,0.0649067545953911,2470.81100403626,0.00748259596016574,-1.73735142952294
"1180",10725,20,"Fri","7","SEATTLE STORM","2024",11266.1307464739,-541.130746473904,0.0200406120108588,2473.75593135064,3.56909940542514e-05,-0.221058330864769
"1181",11283,20,"Sun","7","SEATTLE STORM","2024",11596.8177571164,-313.817757116441,0.0193783116201605,2473.78808635879,1.159117260571e-05,-0.128154978350855
"1182",12500,21,"Wed","7","SEATTLE STORM","2024",11832.1679640155,667.832035984462,0.0222983687793994,2473.73042518694,6.07651128509651e-05,0.273132130979756
"1183",8320,21,"Fri","7","SEATTLE STORM","2024",11408.2353992868,-3088.23539928683,0.019786354494515,2472.22683726924,0.00114710847699867,-1.26141717361453
"1184",10036,22,"Sun","7","SEATTLE STORM","2024",11881.0270627423,-1845.02706274229,0.0189168224217084,2473.24190978286,0.000390752178826555,-0.753283649399955
"1185",9535,24,"Mon","8","SEATTLE STORM","2024",12160.63178898,-2625.63178898,0.0631491849301724,2472.61136490661,0.00289703614038371,-1.09700174129715
"1186",9228,23,"Wed","8","SEATTLE STORM","2024",12210.1038577235,-2982.10385772346,0.0230270305669267,2472.32855305773,0.00125307702838868,-1.22008532962464
"1187",15800,24,"Fri","8","SEATTLE STORM","2024",11928.2759458077,3871.72405419232,0.0193627138031029,2471.32547986893,0.00176285914604608,1.58109844010842
"1188",14066,22,"Sat","9","SEATTLE STORM","2024",12534.8187295255,1531.18127047453,0.0271506502903149,2473.41372100235,0.00039282730201277,0.62778730073621
"1189",11301,24,"Sun","9","SEATTLE STORM","2024",12434.1290045997,-1133.12900459973,0.0210739960978868,2473.5917628645,0.00016491694285447,-0.463140903269974
"1190",14298,25,"Tue","9","SEATTLE STORM","2024",11489.9703222444,2808.02967775559,0.0226649182478403,2472.49634844605,0.0010927730235574,1.14865250491594
"1191",7922,19,"Sun","5","CHICAGO SKY","2018",6300.49723107677,1621.50276892323,0.0211329673690223,2473.36896438173,0.000338694282485676,0.662772618976307
"1192",6147,19,"Wed","5","CHICAGO SKY","2018",6393.74278516294,-246.742785162936,0.0249469050029404,2473.79424361514,9.33057624405746e-06,-0.10105063446051
"1193",4131,17,"Fri","6","CHICAGO SKY","2018",5775.67457717337,-1644.67457717337,0.0189542705090007,2473.35742517965,0.000311134326152624,-0.671496986620782
"1194",5052,17,"Sun","6","CHICAGO SKY","2018",6106.36158781591,-1054.36158781591,0.0178549307179591,2473.62089712464,0.00012018366308699,-0.43023968778315
"1195",5584,15,"Sun","6","CHICAGO SKY","2018",5822.15228219005,-238.152282190053,0.0184552493270242,2473.79499840284,6.34554020992572e-06,-0.097209432974387
"1196",5831,15,"Fri","6","CHICAGO SKY","2018",5491.46527154752,339.534728452484,0.019548480937953,2473.78530585145,1.3692683468225e-05,0.138669150279533
"1197",4741,15,"Sun","6","CHICAGO SKY","2018",5822.15228219005,-1081.15228219005,0.0184552493270242,2473.61133674488,0.000130777443682052,-0.441306710749013
"1198",8521,15,"Wed","6","CHICAGO SKY","2018",5915.39783627622,2605.60216372378,0.0224680451447952,2472.6784057931,0.000932349993032718,1.06574017907099
"1199",5382,17,"Sun","7","CHICAGO SKY","2018",6965.24629833599,-1583.24629833599,0.0184356662596858,2473.39040944655,0.000280141635092159,-0.646245915481689
"1200",6139,17,"Sat","7","CHICAGO SKY","2018",7350.14532888759,-1211.14532888759,0.0235771071515797,2473.56085555589,0.000211868565371777,-0.495662424141954
"1201",7696,17,"Tue","7","CHICAGO SKY","2018",5878.98296316774,1817.01703683226,0.0200806128039958,2473.25821173257,0.000403249333899443,0.742288169663798
"1202",10024,16,"Wed","7","CHICAGO SKY","2018",6916.38719960923,3107.61280039077,0.0221105504102559,2472.2031742617,0.00130416708125413,1.27083959057281
"1203",4962,16,"Fri","7","CHICAGO SKY","2018",6492.45463488053,-1530.45463488053,0.0201764763728073,2473.41686980244,0.000287507990571997,-0.625252223240844
"1204",6477,17,"Sun","7","CHICAGO SKY","2018",6965.24629833599,-488.246298335993,0.0184356662596858,2473.76499992007,2.66414964356734e-05,-0.199291276651211
"1205",6388,16,"Tue","8","CHICAGO SKY","2018",5830.60489843687,557.395101563126,0.0205490039124237,2473.75294948296,3.88696870266592e-05,0.227761600649786
"1206",5976,16,"Fri","8","CHICAGO SKY","2018",6586.18122296259,-610.181222962592,0.0203877722729999,2473.74276032218,4.61996254853315e-05,-0.249310434096895
"1207",7118,17,"Sun","8","CHICAGO SKY","2018",7058.97288641806,59.0271135819421,0.0188603230428006,2473.803788477,3.98703401680388e-07,0.0240987680709241
"1208",7063,16,"Sat","6","CHICAGO SKY","2019",5943.70716574188,1119.29283425812,0.0224682933588908,2473.59662745885,0.000172050216987657,0.457811830858065
"1209",5032,15,"Sun","6","CHICAGO SKY","2019",5416.70348237736,-384.703482377356,0.0186917283209096,2473.77991922777,1.67783857064574e-05,-0.157047888747927
"1210",4212,16,"Tue","6","CHICAGO SKY","2019",4472.54480002203,-260.544800022029,0.0202803082102905,2473.79313348384,8.37712689647766e-06,-0.106448661738434
"1211",4945,18,"Fri","6","CHICAGO SKY","2019",5512.3304301736,-567.330430173604,0.0186757199102514,2473.75120192041,3.64572426154458e-05,-0.231599981877919
"1212",5607,18,"Sun","6","CHICAGO SKY","2019",5843.01744081614,-236.01744081614,0.0178912072927365,2473.79517084448,6.03487168984293e-06,-0.0963103612581646
"1213",8914,19,"Wed","6","CHICAGO SKY","2019",6078.36764771524,2835.63235228476,0.0214055780445766,2472.47221673304,0.00104973754747611,1.15919705548936
"1214",6102,17,"Sun","7","CHICAGO SKY","2019",6559.7974985233,-457.797498523296,0.0190282726821395,2473.76973573087,2.4204304807382e-05,-0.186919187488474
"1215",8508,18,"Wed","7","CHICAGO SKY","2019",6795.14770542239,1712.85229457761,0.0218164339401104,2473.31818042027,0.000390698968331209,0.700355344748857
"1216",7221,18,"Fri","7","CHICAGO SKY","2019",6371.21514069369,849.784859306312,0.0199264968375448,2473.68493555369,8.74965712341787e-05,0.347126987687807
"1217",10143,19,"Wed","7","CHICAGO SKY","2019",6937.25235823532,3205.74764176468,0.021643133135052,2472.10122900219,0.00135719920510625,1.31065804401249
"1218",6614,20,"Sun","7","CHICAGO SKY","2019",6986.11145696208,-372.11145696208,0.0184812843672891,2473.78149819469,1.55145956241088e-05,-0.151891147733136
"1219",5797,22,"Wed","8","CHICAGO SKY","2019",7457.29290475617,-1660.29290475617,0.0218531325245152,2473.34754559246,0.000367734506844971,-0.678877464403796
"1220",7907,22,"Fri","8","CHICAGO SKY","2019",7033.36034002747,873.639659972534,0.0188558023275545,2473.67827392824,8.73179271000216e-05,0.356676614563387
"1221",6072,22,"Sun","8","CHICAGO SKY","2019",7364.04735067,-1292.04735067,0.0178852622397969,2473.52884159741,0.000180795290557195,-0.527237182323425
"1222",6131,23,"Fri","8","CHICAGO SKY","2019",7175.46499284039,-1044.46499284039,0.0189270600391378,2473.62412849506,0.000125293268905766,-0.426434127942892
"1223",5614,24,"Thu","8","CHICAGO SKY","2019",7314.43830089676,-1700.43830089676,0.022232758513555,2473.32499880708,0.000392738556938831,-0.695427486007081
"1224",8845,24,"Sun","9","CHICAGO SKY","2019",7823.42270444537,1021.57729555463,0.0231616128018341,2473.63119386799,0.000147953493283478,0.417992594825518
"1236",1332,27,"Sun","5","CHICAGO SKY","2021",3258.38444134119,-1926.38444134119,0.0220841511110125,2473.18922028112,0.000500521874671248,-0.787772714167154
"1237",1004,27,"Tue","5","CHICAGO SKY","2021",2172.12110617294,-1168.12110617294,0.0228123323775281,2473.578026919,0.000190392078815299,-0.47786761222418
"1238",1124,26,"Fri","5","CHICAGO SKY","2021",2785.59277788573,-1661.59277788573,0.0221134049940815,2473.3467081558,0.000372895569884992,-0.679499378857293
"1239",1124,25,"Sun","5","CHICAGO SKY","2021",2974.17513571533,-1850.17513571533,0.0216540166919775,2473.23718367865,0.000452312523901483,-0.756441455628794
"1240",1217,24,"Tue","6","CHICAGO SKY","2021",1835.88081009915,-618.880810099151,0.0201332791338853,2473.74100762049,4.69087575028099e-05,-0.252832108883448
"1241",1090,22,"Wed","6","CHICAGO SKY","2021",2731.18039372772,-1641.18039372772,0.0219418403935317,2473.35796287169,0.000360840875952072,-0.671092977640564
"1242",1293,23,"Thu","6","CHICAGO SKY","2021",2446.22113705538,-1153.22113705538,0.0219940910586195,2473.58394900742,0.000178610771697295,-0.4715747781315
"1243",1293,23,"Sat","6","CHICAGO SKY","2021",3164.93852300607,-1871.93852300607,0.022356898080925,2473.22334279899,0.000478733068987851,-0.765614458220994
"1244",8331,24,"Sat","7","CHICAGO SKY","2021",4165.92788633908,4165.07211366092,0.0244653747797917,2470.92037381375,0.0026047793713837,1.70533574558265
"1245",6231,23,"Sun","8","CHICAGO SKY","2021",3732.65079105663,2498.34920894337,0.0197006160145438,2472.77213431436,0.000747356866401349,1.02042829370628
"1246",3902,23,"Tue","8","CHICAGO SKY","2021",2646.38745588837,1255.61254411163,0.020981883115948,2473.54333932109,0.000201573620251564,0.513179141832758
"1247",5036,23,"Sat","8","CHICAGO SKY","2021",4117.54982160822,918.45017839178,0.0239019512941438,2473.66428660387,0.000123599601765873,0.375939184634675
"1248",5210,22,"Sun","9","CHICAGO SKY","2021",3765.71218639321,1444.28781360679,0.0226030613692599,2473.458420634,0.000288265193575145,0.590781618456431
"1249",4707,22,"Sun","9","CHICAGO SKY","2021",3765.71218639321,941.287813606787,0.0226030613692599,2473.65742915201,0.000122441766168197,0.385030970085672
"1250",4911,22,"Fri","9","CHICAGO SKY","2021",3435.02517575068,1475.97482424932,0.0242412750313275,2473.44246669604,0.000323957373843388,0.604249698975327
"1252",8111,22,"Fri","5","CHICAGO SKY","2022",5339.17816579935,2771.82183420065,0.0197946385905753,2472.53360472836,0.000924492623687119,1.13218002729117
"1253",4935,21,"Wed","5","CHICAGO SKY","2022",5621.00607771513,-686.006077715132,0.0228662276418879,2473.72630075469,6.58266569210122e-05,-0.280646523013571
"1254",7741,21,"Tue","5","CHICAGO SKY","2022",4441.49718846071,3299.50281153929,0.0203526210546094,2472.00249338213,0.00134845726742137,1.34810067745547
"1255",6812,22,"Sat","5","CHICAGO SKY","2022",6054.76420699348,757.235793006515,0.0231128567213316,2473.70922378343,8.11122605466403e-05,0.309825851278799
"1256",5133,21,"Tue","5","CHICAGO SKY","2022",4441.49718846071,691.502811539293,0.0203526210546094,2473.7252482561,5.9228138480934e-05,0.282532084966946
"1257",6228,23,"Sun","6","CHICAGO SKY","2022",5902.04349161982,325.956508380183,0.0173876423440925,2473.78683830458,1.11751913187953e-05,0.132977223485036
"1258",7435,24,"Fri","6","CHICAGO SKY","2022",5713.46113379021,1721.53886620979,0.0185326125075235,2473.31487954693,0.00033302586155679,0.702728569087079
"1259",7022,26,"Sun","6","CHICAGO SKY","2022",6328.3574500586,693.642549941398,0.0178413315848893,2473.72496141873,5.19750369512249e-05,0.283043778802139
"1260",6709,27,"Wed","6","CHICAGO SKY","2022",6563.7076569577,145.292343042298,0.021807350541151,2473.80086622638,2.80995242737672e-06,0.0594072220193951
"1261",8028,28,"Sat","7","CHICAGO SKY","2022",7856.35049675614,171.649503243862,0.0238908164815766,2473.79947162536,4.31497907920046e-06,0.0702590164964055
"1262",7074,29,"Tue","7","CHICAGO SKY","2022",6527.29278384922,546.707216150784,0.0207212607632166,2473.75489361702,3.77200739030022e-05,0.223413986513497
"1263",8893,29,"Wed","7","CHICAGO SKY","2022",7706.80167310364,1186.19832689636,0.0221394734508137,2473.57112764042,0.000190277514303122,0.485095855438271
"1264",7014,29,"Fri","7","CHICAGO SKY","2022",7282.86910837494,-268.869108374936,0.0204665045974219,2473.79240211918,9.0062978672582e-06,-0.109860096427437
"1265",6924,28,"Fri","7","CHICAGO SKY","2022",7140.76445556201,-216.764455562008,0.0201214418272958,2473.79659188488,5.75108948202885e-06,-0.0885545043611827
"1266",5602,29,"Tue","8","CHICAGO SKY","2022",6621.01937193128,-1019.01937193128,0.021770276303408,2473.63230508953,0.000137976940178614,-0.416649367987336
"1267",8042,29,"Fri","8","CHICAGO SKY","2022",7376.595696457,665.404303543,0.0215543559844992,2473.73101760564,5.82226879602086e-05,0.272035741632289
"1268",8224,30,"Sun","8","CHICAGO SKY","2022",7849.38735991246,374.612640087536,0.0207515396901883,2473.78113604316,1.77373519190711e-05,0.153089249175005
"1269",9314,30,"Tue","8","CHICAGO SKY","2022",6763.12402474421,2550.87597525579,0.0222028343667363,2472.7255096978,0.000882569583378061,1.04321463518998
"1270",7304,30,"Fri","5","CHICAGO SKY","2023",7256.80167098623,47.1983290137714,0.0224043387872285,2473.80399471838,3.05018544951996e-07,0.0193043732143027
"1271",6042,30,"Sun","5","CHICAGO SKY","2023",7587.48868162876,-1545.48868162876,0.0221119826756098,2473.40843672704,0.000322582268782068,-0.632018777077506
"1272",7188,30,"Fri","6","CHICAGO SKY","2023",7346.87533335123,-158.87533335123,0.0196034065730064,2473.80019105052,3.00677068667536e-06,-0.0648879856920083
"1273",5201,31,"Tue","6","CHICAGO SKY","2023",6733.40366163844,-1532.40366163844,0.0207540849918401,2473.415652988,0.000296842317684081,-0.626233089259212
"1274",6323,30,"Thu","6","CHICAGO SKY","2023",7343.74398859467,-1020.74398859467,0.0221310881092165,2473.63165847837,0.000140842766849462,-0.417431507090115
"1275",6158,29,"Thu","6","CHICAGO SKY","2023",7201.63933578174,-1043.63933578174,0.0217440957133487,2473.62389513363,0.000144542869713224,-0.426710093059591
"1276",8810,27,"Wed","6","CHICAGO SKY","2023",7344.49393964115,1465.50606035885,0.0217572677181556,2473.44848859943,0.000285197510936642,0.599201674441756
"1277",7272,28,"Fri","6","CHICAGO SKY","2023",7062.66602772537,209.333972274627,0.0188168657645909,2473.7971252365,5.00248695715313e-06,0.085462066894921
"1278",7911,28,"Fri","7","CHICAGO SKY","2023",7921.55073824546,-10.5507382454571,0.0196085057536907,2473.80434565971,1.32638782196086e-08,-0.00430915182532656
"1279",7325,27,"Sun","7","CHICAGO SKY","2023",8110.13309607506,-785.133096075063,0.018024046943165,2473.70261443122,6.72971343804893e-05,-0.320406688174888
"1280",9025,27,"Wed","7","CHICAGO SKY","2023",8203.37865016124,821.621349838764,0.0215792001189489,2473.69253214594,8.88764744982303e-05,0.335905869156957
"1281",9025,25,"Tue","7","CHICAGO SKY","2023",6739.66045528095,2285.33954471905,0.0192794191065756,2472.94104731402,0.000611454622923107,0.933225945549296
"1282",7213,25,"Fri","7","CHICAGO SKY","2023",7495.23677980667,-282.236779806671,0.0188924710214466,2473.79120424295,9.13150081884885e-06,-0.115229590563048
"1283",8914,24,"Sun","7","CHICAGO SKY","2023",7683.81913763628,1230.18086236372,0.0174765765241349,2473.55470051685,0.000160017642679682,0.501887321383035
"1284",5099,24,"Tue","8","CHICAGO SKY","2023",6691.28239055009,-1592.28239055009,0.0189470110433796,2473.38545216901,0.000291511276974726,-0.650103604704865
"1285",6901,21,"Sun","8","CHICAGO SKY","2023",7351.23176727956,-450.231767279559,0.0173038873830038,2473.77092961476,2.12146988300063e-05,-0.183668732995534
"1286",4822,20,"Tue","8","CHICAGO SKY","2023",6122.86377929838,-1300.86377929838,0.0188112652099077,2473.52480483744,0.000193123863316171,-0.531085274076891
"1287",8084,20,"Thu","8","CHICAGO SKY","2023",6875.30875906753,1208.69124093247,0.0210964811693323,2473.56245602791,0.000187853975638349,0.494030935516522
"1288",8223,20,"Sun","9","CHICAGO SKY","2023",7384.29316261615,838.706837383855,0.0222310974270869,2473.68775492621,9.55362577652934e-05,0.34300526615664
"1289",7994,19,"Fri","9","CHICAGO SKY","2023",6911.50149916068,1082.49850083932,0.0240260623570833,2473.60975114315,0.000172631547648463,0.443115465522736
"1290",9025,21,"Sat","5","CHICAGO SKY","2024",9903.74808531276,-878.748085312764,0.0227604164218766,2473.67628528524,0.000107489559971447,-0.359478219014519
"1291",7807,20,"Tue","5","CHICAGO SKY","2024",8290.48106677999,-483.481066779988,0.0209149583716386,2473.7656668115,2.97875315088614e-05,-0.19759592254584
"1292",7911,19,"Thu","5","CHICAGO SKY","2024",8900.82139373621,-989.821393736212,0.0241084380522562,2473.64163519902,0.000144856843915571,-0.405195645467283
"1293",8277,19,"Tue","6","CHICAGO SKY","2024",8238.45007633206,38.5499236679389,0.0189028948316732,2473.80411855106,1.70455403192101e-07,0.0157389675481123
"1294",8804,19,"Sat","6","CHICAGO SKY","2024",9709.61244205191,-905.612442051908,0.0212517807483387,2473.66854400961,0.000106266778714556,-0.370182260192666
"1295",7815,19,"Wed","6","CHICAGO SKY","2024",9417.95896558649,-1602.95896558649,0.0204422044269386,2473.37916698766,0.000319721472393588,-0.654961974927568
"1296",9025,17,"Thu","6","CHICAGO SKY","2024",8706.68575047536,318.314249524643,0.0213005293272259,2473.78758365676,1.31602229856696e-05,0.130118820666148
"1297",9872,18,"Sun","6","CHICAGO SKY","2024",9182.60875868739,689.391241312613,0.0177234202497484,2473.72594117802,5.09883405004911e-05,0.281292129809976
"1298",9025,19,"Thu","6","CHICAGO SKY","2024",8990.89505610121,34.1049438987866,0.0208689321522358,2473.80417151845,1.47881089658374e-07,0.0139381661940436
"1299",9025,19,"Sun","6","CHICAGO SKY","2024",9324.71341150031,-299.713411500314,0.0175639795948852,2473.78954408474,9.54742205450882e-06,-0.122282061887276
"1300",9025,19,"Wed","7","CHICAGO SKY","2024",10276.8436761066,-1251.84367610657,0.0210687977233372,2473.5448810066,0.000201231056946877,-0.511661487049869
"1301",9025,19,"Sat","7","CHICAGO SKY","2024",10568.497152572,-1543.49715257199,0.0228146602060126,2473.40917254722,0.000332453708889202,-0.631431256063996
